"시설명","일련번호","시설키","종목시설명","종목시설키","종목명","종목키","위치","면적(㎡)","규격","연면적(㎡)","문의전화","수용인원(정원)","이용대상","이용기간","이용시간","이용료(원)","용도","비고","대관링크주소","이미지파일","선별방법(선착순-1,추첨순-2)","유의사항","이용단위"
"면목종합사회복지관","837","DD10408QUWC","대강당","DD10407QUWC102","검도","JF","지상4층","340","바닥용 특수목재로 처리","","02-926-3013","","제한없음","정기","월~금 06:00~20:50","21000~52000","","매트. 뜀틀. 평균대. 농구공. 축구공. 배구공 훌라후프, 트랜블린, 탁구대 배드민턴 네트 ","http://www.communitycenter.or.kr/board/acc_board/board_list.php","http://www.communitycenter.or.kr/images/pro/img_spopro01.jpg","선착순","","1시간  "
"장안종합사회복지관","838","DD10409QUWC","소강당","DD10407QUWC103","에어로빅","AE","지상3층","195","최첨단 음향시설을 갖추고 있으며  특수바닥재로 마무리하여 관절에 무리가 없도록 하므로  안전하게 운동","","","","제한없음","정기","월~금 06:00~20:50","34000~41000","","음향시설/ 전면거울/ 화장실/ 샤워실/ 탈의실 ","http://www.communitycenter.or.kr/board/acc_board/board_list.php","http://www.communitycenter.or.kr/images/pro/img_spopro02.jpg","선착순","","1시간  "
"면목종합사회복지관","840","DD10408QUWC","기능회복실","DD10408QUWC101","헬스","HE","지상4층 ","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/hi.jpg","","",""
"면목종합사회복지관","841","DD10408QUWC","강당","DD10408QUWC102","체조","GN","지상4층 ","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ho.jpg","","",""
"장안종합사회복지관","842","DD10409QUWC","강당","DD10409QUWC101","체조","GN","","","","","","","","","","","","","","","","",""
"대방종합사회복지관","843","DJ10410QUWC","대강당","DJ10410QUWC101","댄스","DA","지상2층","","","","","","","","","","","","","http://www.daebangswc.org/community/image_show.asp?FileName=무용활동.jpg","","",""
"본동종합사회복지관","844","DJ10412QUWC","강당","DJ10412QUWC101","헬스","HE","지하1층","","","","","","","","","","","","","http://www.bdswc.or.kr/administrator/gallery/upfile/large/활동사진(30).jpg","","",""
"동작이수종합사회복지관","845","DJ10413QUWC","강당","DJ10413QUWC101","요가","YG","지상3층","","","","","","","","","","","","","http://www.isuwelfare.or.kr/spaceBBS/file/gallery/d관장님%20인사말씀1.JPG","","",""
"사당종합사회복지관","846","DJ10414QUWC","강당","DJ10414QUWC101","요가","YG","지상4층","","","","","","","","","","","","","http://www.sadangwelfare.org/new_2007/gboard/data/file/sadangwelfare/data_photo_DSC_2169.JPG","","",""
"상도종합사회복지관","847","DJ10415QUWC","체력단련실","DJ10415QUWC101","헬스","HE","지하2층 ","","","","","","","","","","","","","http://www.happysangdo.or.kr/images/info/large17.jpg","","",""
"YWCA봉천종합사회복지관","848","GA10419QUWC","수영장","GA10419QUWC101","수영","SW","지하1층 ","","","","02-870-4454","","제한없음","정기","월~토 06:00~19:30","41000~57000","","","","http://www.bongchuny.or.kr/upload_files/MalgumBoard/bcphotodata/2009/12/200912205317551_39538.jpg","선착순","","1시간"
"YWCA봉천종합사회복지관","849","GA10419QUWC","체육실","GA10419QUWC102","요가","YG","지하1층","","","","02-870-4454","","제한없음","정기","월~토 06:00~19:30","41000~57000","","","","http://www.bongchuny.or.kr/_common/popup/image_preview.asp?photoURL=/images/01_introduce/photo_B1_1.JPG","","","1시간"
"선의 관악종합사회복지관","850","GA10420QUWC","강당","GA10420QUWC101","태권도","TD","지상2층","","","","02-886-9941-3","","제한없음","정기","월~금 ","","","","","http://www.goodwill.or.kr/files/gallery_20/1229650691096758100종강식사진008.jpg","","",""
"신림종합사회복지관","851","GA10421QUWC","누리교실","GA10421QUWC101","헬스","HE","지상2층","","","","02-872-5802","","노인","","","","","","","","","",""
"성민종합사회복지관","852","GA10423QUWC","강당","GA10423QUWC101","헬스","HE","지하1층","","","","02-876-0900","","","","","","","","","http://www.smw.or.kr/introduce/img/m4_18.gif","","",""
"난지물재생센터","1261","GG10571QURF","족구장","GG10571QURF102","족구","FV","","","","","02-300-8508~9","","","","09:00 ~ 18:00 (동절기 : 09:00 ~ 17:00)/평일 12:00~13:00까지는 직원 체육활동 시간으로 체육시설 이용불가 (단, 직원 체육활동이 없을 경우 예약 가능)","","","","http://nanji.seoul.go.kr/preengage/preengage02_01.html","http://nanji.seoul.go.kr/images/contents/preengage02_2.jpg","인터넷으로 온라인신청 또는 전화예약 및 방문접수"," 승용차 자율요일제 시행에 따라 위반 차량은 출입을 통제","1회 이용시간은 2시간 이내로 합니다.(단, 당일 예약이 없을 경우 연장 가능)"
"난지물재생센터","1262","GG10571QURF","배구장","GG10571QURF103","배구","VB","","","","","02-300-8508~9","","","","09:00 ~ 18:00 (동절기 : 09:00 ~ 17:00)/평일 12:00~13:00까지는 직원 체육활동 시간으로 체육시설 이용불가 (단, 직원 체육활동이 없을 경우 예약 가능)","","","","http://nanji.seoul.go.kr/preengage/preengage02_01.html","","인터넷으로 온라인신청 또는 전화예약 및 방문접수"," 승용차 자율요일제 시행에 따라 위반 차량은 출입을 통제","1회 이용시간은 2시간 이내로 합니다.(단, 당일 예약이 없을 경우 연장 가능)"
"난지물재생센터","1263","GG10571QURF","탁구대","GG10571QURF104","탁구","PP","","","","","02-300-8508~9","","","","09:00 ~ 18:00 (동절기 : 09:00 ~ 17:00)/평일 12:00~13:00까지는 직원 체육활동 시간으로 체육시설 이용불가 (단, 직원 체육활동이 없을 경우 예약 가능)","","","","http://nanji.seoul.go.kr/preengage/preengage02_01.html","","인터넷으로 온라인신청 또는 전화예약 및 방문접수"," 승용차 자율요일제 시행에 따라 위반 차량은 출입을 통제","1회 이용시간은 2시간 이내로 합니다.(단, 당일 예약이 없을 경우 연장 가능)"
"난지물재생센터","1264","GG10571QURF","축구장","GG10571QURF105","축구","SO","","","","","02-300-8508~9","","","","09:00 ~ 18:00 (동절기 : 09:00 ~ 17:00)/평일 12:00~13:00까지는 직원 체육활동 시간으로 체육시설 이용불가 (단, 직원 체육활동이 없을 경우 예약 가능)","","","","http://nanji.seoul.go.kr/preengage/preengage02_01.html","http://nanji.seoul.go.kr/images/contents/preengage02_1.jpg","인터넷으로 온라인신청 또는 전화예약 및 방문접수"," 승용차 자율요일제 시행에 따라 위반 차량은 출입을 통제","1회 이용시간은 2시간 이내로 합니다.(단, 당일 예약이 없을 경우 연장 가능)"
"아차산배수지","1265","GJ10572QURF","축구장","GJ10572QURF101","축구","SO","","","","","010-3164-9480","","관내주민,타지역주민","365일 예약가능(단,공사 등 내부사정에 의하여 사용제한)","","관내주민-평일:49,500원,주말및야간:64,350원축구외기타행사-평일:110,000원,주말:143,000원/타지역주민-평일55,000원,주말및야간:71,500원,축구외기타행사-평일","","","","http://sports.seoul.go.kr//images/img_ground/SO.jpg","평일 접수 선착순, 주말 접수 추첨제 (접수기간 매월25일)","운동장 사용 후 쓰레기 수거, 유기행위, 음주 고성방가 금지, 운동장 내 취사행위 금지(위의 사항을 어길 시 차후 대관 불허, 무단 사용시 처벌)","2시간 기준"
"아차산배수지","1266","GJ10572QURF","테니스장","GJ10572QURF102","테니스","TN","","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/TN.jpg","","",""
"아차산배수지","1267","GJ10572QURF","풋살장","GJ10572QURF103","풋살","FS","","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/FS1.jpg","","",""
"아차산배수지","1268","GJ10572QURF","족구장","GJ10572QURF104","족구","FV","","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/FS.jpg","","",""
"자양유수지체육시설","1269","GJ10573QURF","농구장","GJ10573QURF101","농구","BK","","","","","","","","","","","","","","","","",""
"자양유수지체육시설","1270","GJ10573QURF","배드민턴","GJ10573QURF102","배드민턴","BM","","","","","","","","","","","","","","","","",""
"자양유수지체육시설","1271","GJ10573QURF","인라인트랙","GJ10573QURF103","인라인","IN","","","","","","","","","","","","","","","","",""
"대치유수지체육공원","1272","GN10574QURF","테니스장","GN10574QURF101","테니스","TN","","","","","","","","","","","","","","","","",""
"탄천물재생센터","1273","GN10575QURF","축구장","GN10575QURF101","축구","SO","","","2면","","02-3410-9738","","","연중 상시 사용가능함","(07:00~18:00)","","","","","http://tancheon.com/image/photo_soccer.jpg","전화로 담당자와 일정 협의 후 서면으로 신청","눈 또는 비가 오는 날은 사용할 수 없으며, 사용 예정일 2주전 부터 신청가능함",""
"마곡유수지테니스장","1281","GS10578QURF","테니스장","GS10578QURF101","테니스","TN"," 야외","2294","총4면","2294","02-3663-6896","","","","0 8 : 0 0 ~ 2 1 : 0 0","평 일:주간 4,500원 야간 조명 이용시  야간 5,800  토ㆍ일,공휴일 :주간 5,800원 야간 7,500  코트사용료 (전용사용) 평 일: 주간 34,000원 토ㆍ일 공휴일 :야간 45,800원 ","","","","http://sports.seoul.go.kr//images/img_ground/MA.jpg","","","1시간 기준. 단, 전용사용은 09:00~17:00(1코트 8시간 기준) "
"서남물재생센터","1282","GS10579QURF","농구장","GS10579QURF101","농구","BK","","","","","02-3660-2254~5","","","연중무휴(휴관일 제외)","일출~일몰까지","","어린이 놀이 시설 및 산책로 꾸며 놓음","","http://tennis.seonam.seoul.kr/res.asp","http://www.seonam.seoul.kr/img/sportsimg7.jpg","","전화예약 및 방문/사전예약 후 이용 당일 정문에서 허가증을 발급 받고 이용 **주차장  :수시로 이용가능   (단, 승용차 요일제 전자태그 미 가입차량은 출입이 통제되며. 전자태그 발급은 가까운 주민센터에서 발급받으시기 바랍니다.)  ","최대 2시간"
"서남물재생센터","1283","GS10579QURF","축구장","GS10579QURF102","축구","SO","","","","","02-3660-2254~5","","","연중무휴(휴관일 제외)","일출~일몰까지(단, 매주 토요일 12시까지는 직원 체육활동시간)","","","관리동(샤워실,탈의실),이동식관람석,휴게실","http://tennis.seonam.seoul.kr/res.asp","http://www.seonam.seoul.kr/img/sportsimg4.gif","","전화예약 및 방문/사전예약 후 이용 당일 정문에서 허가증을 발급 받고 이용 **주차장  :수시로 이용가능   (단, 승용차 요일제 전자태그 미 가입차량은 출입이 통제되며. 전자태그 발급은 가까운 주민센터에서 발급받으시기 바랍니다.)  ","최대 2시간"
"서남물재생센터","1284","GS10579QURF","테니스장","GS10579QURF103","테니스","TN","","12700","14면 : 앙투카 10면, 케미칼 4면","","02-3660-2254~5","","","연중무휴(휴관일 제외)","06:00~21:00","[개인사용료]평일:5,000원,주말,유일:6,500원/[전용사용료](8시간기준):평일-40,000/주말,휴일-52,000","","","http://tennis.seonam.seoul.kr/res.asp","http://www.seonam.seoul.kr/img/sportsimg3.gif","","야간조명별도","1시간 1면"
"서남물재생센터","1285","GS10579QURF","탁구장","GS10579QURF104","탁구","PP","","144.78","5면","","02-3660-2254~5","","","연중무휴(휴관일 제외)","06:00~21:00","[월정기회원] 한달:20,000원(1인 2시간 기준)/월~일요일까지 [일일이용자] 일일:3,000원(1면 2시간 기준)","","","http://tennis.seonam.seoul.kr/res.asp","http://tennis.seonam.seoul.kr/table_tennis/DSCF0496.JPG","","야간경기가능",""
"가양유수지","1286","GS10580QURF","다목적운동장","GS10580QURF101","축구","SO","야외","","","","02-2600 - 6411","","","","","","","","","","내전화로 가접수 후 방문하여 신청서 작성 후(15일전) 사용","※ 다목적운동장(축구장)은 토,일요일, 공휴일 사용신청 후 이용 ",""
"동대문종합사회복지관","1308","DD10407QUWC","소강당","DD10407QUWC103","에어로빅","AE","지상3층","195","최첨단 음향시설을 갖추고 있으며 특수바닥재로 마무리하여 관절에 무리가 없도록 하므로 안전하게 운동","","02-926-3013","","제한없음","정기","월~금 06:00~20:50","34000~41000","","/음향시설/ 전면거울/ 화장실/ 샤워실/ 탈의실  ","http://www.communitycenter.or.kr/board/acc_board/board_list.php","http://www.communitycenter.or.kr/images/pro/img_spopro02.jpg","선착순","","1시간  "
"동대문종합사회복지관","1309","DD10407QUWC","헬스장","DD10407QUWC104","헬스","HE","지상5층","300","프리 웨이트장과 별도의 스트레칭룸","","02-926-3013","","제한없음","정기","월~금 06:00~22:00","무료~45000","","음향시설/전면거울/스트레칭 교실/체지방분석기 완비/운동복 대여/개인 락카 대여","http://www.communitycenter.or.kr/board/acc_board/board_list.php","http://www.communitycenter.or.kr/images/pro/img_spopro04.jpg","선착순","",""
"동대문종합사회복지관","1307","DD10407QUWC","대강당","DD10407QUWC102","배드민턴","BM","지상4층 ","340","바닥용 특수목재로 처리,매트. 뜀틀. 평균대. 농구공. 축구공. 배구공 훌라후프, 트랜블린, 탁구대 배드민턴","","02-926-3013","","제한없음","정기 ","월~금 06:00~20:50","21000~52000","","","http://www.communitycenter.or.kr/board/acc_board/board_list.php","http://www.communitycenter.or.kr/images/pro/img_spopro01.jpg","선착순","","1시간  "
"영롱이갈대구장","793","YD10226PUEF","영롱이갈대구장(2)","YD10226PUEF102","축구","SO","양화교주변(차량진입 불가)","","1면","","02-2670-3522","","영등포구민 또는 관내업체 (타지역주민과 허위 입력은 관리자에 의해 예약취소됩니다) ","연중내내(월별접수)","08:00 ~ 18:00 ","무료 ","","","http://yeyak.seoul.go.kr/main.web","http://sports.seoul.go.kr//images/img_ground/so12.jpg","선착순 ","- 본 구장은 양화제1구장(트랙)이 영롱이 갈대구장(1)으로 이름이 새롭게 바뀐것입니다. 또한, 하천내 이용차량진입을 통제하오니 이점 유념하시기 바랍니다.  2011년 3월분은 2011년 2월 21일 13시부터 인터넷예약을 받습니다. 3월달은 국민생활체육영등포구야구연합회 연습등 있어 갈대1구장의 주말 예약은 불가함을(평일 가능) 알려드리오니 많은 양해부탁드립니다. * 발생쓰레기는 전량 수거 후 되가져가시기 바라며 행사시 고성방가등 삼가하여주시기 바랍니다. ","2 시간 "
"영롱이갈대구장","792","YD10226PUEF","영롱이갈대구장(3)","YD10226PUEF101","축구","SO","양화교주변(차량진입 불가","","1면","","02-2670-3522","","영등포구민 또는 관내업체 (타지역주민과 허위 입력은 관리자에 의해 예약취소됩니다) ","연중내내(월별접수","08:00 ~ 18:00 ","무료","","","http://yeyak.seoul.go.kr/main.web","http://sports.seoul.go.kr//images/img_ground/so13.jpg","선착순 ","- 본 구장은 양화제1구장(트랙)이 영롱이 갈대구장(1)으로 이름이 새롭게 바뀐것입니다. 또한, 하천내 이용차량진입을 통제하오니 이점 유념하시기 바랍니다.  2011년 3월분은 2011년 2월 21일 13시부터 인터넷예약을 받습니다. 3월달은 국민생활체육영등포구야구연합회 연습등 있어 갈대1구장의 주말 예약은 불가함을(평일 가능) 알려드리오니 많은 양해부탁드립니다. * 발생쓰레기는 전량 수거 후 되가져가시기 바라며 행사시 고성방가등 삼가하여주시기 바랍니다.","2 시간"
"안양천체육생태공원","1310","GR10167PUEF","X게임장 ","GR10167PUEF104","보드(S-BOARD)","SB","","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ay3.jpg","","",""
"안양천체육생태공원","1311","GR10167PUEF","게이트볼장","GR10167PUEF105","게이트볼","GB","","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ay4.jpg","","",""
"안양천체육생태공원","1312","GR10167PUEF","인라인스케이트장","GR10167PUEF106","인라인","IN","","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ayc1.jpg","","",""
"안양천체육생태공원","1313","GR10167PUEF","족구장","GR10167PUEF107","족구","FV","","","2면","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/FS3.jpg","","",""
"안양천체육생태공원","1314","GR10167PUEF","배구장","GR10167PUEF108","배구","VB","","","2면","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/FS4.jpg","","",""
"안양천체육생태공원","1315","GR10167PUEF","농구장","GR10167PUEF109","농구","BK","","","1면","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/FS5.jpg","","",""
"망원유수지체육공원","1293","MP10581QURF","자전거트랙","MP10581QURF103","학교체육","SG","야외","","","","02-3153-8372~5","","우선배정-마포구에서 운영하는 축구교실 및 풋살교실,마포구축구연합회 소속 조기축구회",""," 일출시부터 일몰시까지 ","모든 시설은 마포구민에게 우선 배정하고 시설은 무료로 사용 ","","","","http://culture.mapo.go.kr/CmsWeb/resource/image/culture/festival/img_festival0403.gif"," 사용 1개월전부터 당일까지 선착순 신청 접수  | 체육시설은 20명이상 사용할 경우에만 신청을 받고, 미만일 경우에는 자유롭게 사용 "," 내방 및 유선신청,FAX 접수:3153-8399 ",""
"망원유수지체육공원","1294","MP10581QURF","조깅트랙","MP10581QURF104","조깅/워킹","JO","야외","","","","02-3153-8372~5","","우선배정-마포구에서 운영하는 축구교실 및 풋살교실,마포구축구연합회 소속 조기축구회",""," 일출시부터 일몰시까지 ","모든 시설은 마포구민에게 우선 배정하고 시설은 무료로 사용 ","","","","http://culture.mapo.go.kr/CmsWeb/resource/image/culture/festival/img_festival0403.gif"," 사용 1개월전부터 당일까지 선착순 신청 접수  | 체육시설은 20명이상 사용할 경우에만 신청을 받고, 미만일 경우에는 자유롭게 사용 "," 내방 및 유선신청,FAX 접수:3153-8399 ",""
"방화6종합사회복지관","886","GS10453QUWC","강당","GS10453QUWC101","무술","MA","지하1층","","","","","","","","","","","","","","","",""
"유락종합사회복지관","887","JG10454QUWC","대강당","JG10454QUWC101","헬스","HE","9층","","약 200명 수용","","02-2235-4000","160","","","","1회 1시간-4만원 (한시간 추가당 4만원 추가)","","","","http://yurak.or.kr/html/sub1/images/f9_3.gif","","",""
"유락종합사회복지관","888","JG10454QUWC","소체육실","JG10454QUWC102","헬스","HE","지하1층","","","","02-2235-4000","100","","","","1회 1시간-5만원 (한시간 추가당 3만원 추가)","","","","http://yurak.or.kr/html/sub1/images/b1_1.gif","","",""
"유락종합사회복지관","889","JG10454QUWC","헬스장","JG10454QUWC103","헬스","HE","지하2층 ","","유산소운동기구 20대, 근력운동기구 19대,체지방측정기","","","","","","","","","","","http://yurak.or.kr/html/sub1/images/b2_1.jpg","","",""
"유락종합사회복지관","890","JG10454QUWC","스트레칭실","JG10454QUWC104","헬스","HE","지하2층 ","","","","","","","","","","","","","http://yurak.or.kr/html/sub1/images/b2_2.gif","","",""
"유락종합사회복지관","891","JG10454QUWC","에어로빅실","JG10454QUWC105","에어로빅","AE","지하2층 ","","발레바, 스텝박스 40개, 요가 매트","","","","","","","","","지하2층-탈의실","","http://yurak.or.kr/html/sub1/images/b2_3.gif","","",""
"유락종합사회복지관","892","JG10454QUWC","연습실","JG10454QUWC106","댄스","DA","6층","","","","","","","","","","","","","http://yurak.or.kr/html/sub1/images/f6_3.gif","","",""
"신당종합사회복지관","893","JG10455QUWC","스포츠실","JG10455QUWC101","에어로빅","AE","지하1층","","","","","","","","","","","","","http://www.shindang.or.kr/images/1subterranean_sports.gif","","",""
"신당종합사회복지관","894","JG10455QUWC","대강당","JG10455QUWC102","헬스","HE","2층","","","","","","","","","","","","","http://www.shindang.or.kr/images/2_lecturehall.gif","","",""
"종로종합사회복지관 ","895","JN10456QUWC","강당","JN10456QUWC101","헬스","HE","3층","","","","","","","","","","","","","","","",""
"종로종합사회복지관 ","896","JN10456QUWC","체육활동 및 놀이시설","JN10456QUWC102","헬스","HE","옥상","325.36","","","","","","","","","","","","","","",""
"신내종합사회복지관 ","897","JR10457QUWC","태권도실","JR10457QUWC101","태권도","TD","지하1층","","","","","","","","","","","","","http://www.snwc.or.kr/info/images/photo_07.jpg","","",""
"유린원광종합사회복지관","898","JR10458QUWC","강당","JR10458QUWC101","헬스","HE","3층","","","","","","","","","","","지하1층-휴게실","","http://www.yurin.or.kr/images/introduction_07_img22_new.gif","","",""
"유린원광종합사회복지관","899","JR10458QUWC","교양교육실","JR10458QUWC102","체조","GN","4층","","","","","","","","","","","","","http://www.yurin.or.kr/images/introduction_07_img28_new.gif","","",""
"유린원광종합사회복지관","900","JR10458QUWC","하늘탁구장","JR10458QUWC103","탁구","PP","5층","255.9","","","","","","","","","","","","http://www.yurin.or.kr/images/introduction_07_img05_n01.gif","","",""
"이대성산종합사회복지관","901","MP10460QUWC","중강당","MP10460QUWC101","헬스","HE","3층","","","","","","","","","","","","","","","",""
"이대성산종합사회복지관","902","MP10460QUWC","강당","MP10460QUWC102","헬스","HE","3층","","","","","","","","","","","","","","","",""
"노원1종합사회복지관","903","NW10462QUWC","강당","NW10462QUWC101","체조","GN","3층","","","","","","","","","","","","","","","",""
"노원1종합사회복지관","904","NW10462QUWC","탁구실","NW10462QUWC102","탁구","PP","지하1층","","","","","","","","","","","","","","","",""
"마들종합사회복지관 ","905","NW10463QUWC","강당","NW10463QUWC101","체조","GN","2층","","","","","","","","","","","","","","","",""
"북부종합사회복지관","906","NW10464QUWC","건강운동교실","NW10464QUWC101","요가","YG","4층","","","","","","","","","","","2층-늘푸른건강증진실","","","","",""
"북부종합사회복지관","907","NW10464QUWC","강당","NW10464QUWC102","댄스","DA","2층","","","","","","","","","","","","","","","",""
"상계종합사회복지관","908","NW10465QUWC","체육실","NW10465QUWC101","체조","GN","지하1층","","","","","","","","","","","지하1층-주차장","","http://www.sanggyebokji.or.kr/web/data/file/if_flat/634181329_d33550e9_a.jpg","","",""
"상계종합사회복지관","909","NW10465QUWC","대강당","NW10465QUWC102","댄스","DA","2층","","","","","","","","","","","","","http://www.sanggyebokji.or.kr/web/data/file/if_flat/634181329_bc7c41fe_s.jpg","","",""
"월계종합사회복지관","910","NW10466QUWC","강당","NW10466QUWC101","태권도","TD","3층","","","","","","","","","","","","","","","",""
"월계종합사회복지관","911","NW10466QUWC","프로그램실(태권도교실)","NW10466QUWC102","요가","YG","3층","","","","","","","","","","","","","","","",""
"중계종합사회복지관","912","NW10467QUWC","대강당","NW10467QUWC101","헬스","HE","1층","","","","","","","","","","","","","","","",""
"중계종합사회복지관","913","NW10467QUWC","즐거운교실","NW10467QUWC102","요가","YG","2층","","","","","","","","","","","","","","","",""
"길음종합사회복지관","914","SB10469QUWC","우정홀강당","SB10469QUWC101","에어로빅","AE","지하1층","","","","","","","","","","","","","","","",""
"생명의전화종합사회복지관","915","SB10470QUWC","강당","SB10470QUWC101","헬스","HE","6층","","","","","","","","","","","","","","","",""
"월곡종합사회복지관","916","SB10471QUWC","강당(어울마당)","SB10471QUWC101","에어로빅","AE","3층","","","","02-911-5511","","","","","","","지하1층-주차장","","","","",""
"정릉종합사회복지관","917","SB10472QUWC","강당","SB10472QUWC101","댄스","DA","1층","","","","","","","","","","","","","","","",""
"반포종합사회복지관","918","SC10473QUWC","강당","SC10473QUWC101","요가","YG","5층","","","","","","","","","","","3층-휴게실","","","","",""
"반포종합사회복지관","919","SC10473QUWC","프로그램실","SC10473QUWC102","필라테스","PT","3층","","","","","","","","","","","지하2층-주차장","","","","",""
"방배종합사회복지관","920","SC10474QUWC","강당","SC10474QUWC101","체조","GN","3층","","","","","","","","","","","지하2층-주차장","","","","",""
"방배종합사회복지관","921","SC10474QUWC","강당","SC10474QUWC102","필라테스","PT","지하1층","","","","","","","","","","","","","","","",""
"서초종합사회복지관 ","922","SC10475QUWC","강당","SC10475QUWC101","체조","GN","4층","","","","","","","","","","","2층-건강관리실,4층-어르신쉼터","","http://www.yangjaewc.or.kr/img/sub/sub1-5-2.gif","","",""
"우면종합사회복지관 ","923","SC10476QUWC","강당","SC10476QUWC101","헬스","HE","4층","","","","","","","","","","","지하1층-주차장","","","","",""
"성동종합사회복지관 ","924","SD10477QUWC","강당/체육관","SD10477QUWC101","에어로빅","AE","6층","","","","","","","","","","","","","","","",""
"성동종합사회복지관 ","925","SD10477QUWC","수영장","SD10477QUWC102","수영","SW","지하1층","","","","","","","","","","","","","","","",""
"이화여대종합사회복지관","926","SM10478QUWC","프로그램실","SM10478QUWC101","체조","GN","1층 101호","","","","","","","","","","","1층-건강증진실","","","","",""
"서대문종합사회복지관","927","SM10479QUWC","강당","SM10479QUWC101","헬스","HE","본관지하1층","","","","","","","","","","","본관2층-주민휴게실","","","","",""
"서대문종합사회복지관","928","SM10479QUWC","헬스케어실","SM10479QUWC102","헬스","HE","본관지하1층","","","","","","","","","","","","","","","",""
"서대문종합사회복지관","929","SM10479QUWC","체육실","SM10479QUWC103","발레","BA","별관 5층","","","","","","","","","","","","","","","",""
"홍은종합사회복지관","930","SM10480QUWC","강당","SM10480QUWC101","헬스","HE","본관5층","","","","02-391-2381~2","5층 대강강-110, 3층 프로그램실-30","","","","대강당- 1시간 : 50,000원 (냉난방 가동 시 시간 당 30,000원),                   프로그램실 - 1시간 20,000원                          (냉난방 가동 시 시간 당 10,000원)","","본관1층-건강증진실","http://www.hwelfare.or.kr/hongeun/hservice28.jsp?spart=2&gpart=8","","","","1시간"
"삼전종합사회복지관","931","SP10481QUWC","강당","SP10481QUWC101","헬스","HE","지하1층 ","","","","","","","","","","","","","","","",""
"풍납종합사회복지관","932","SP10482QUWC","강당","SP10482QUWC101","헬스","HE","지하1층 ","","","","","","","","","","","","","","","",""
"가락종합사회복지관","933","SP10483QUWC","소강당","SP10483QUWC101","체조","GN","1층","","","","","","","","","","","","","","","",""
"가락종합사회복지관","934","SP10483QUWC","대강당","SP10483QUWC102","체조","GN","지하1층","","","","","","","","","","","","","","","",""
"송파종합사회복지관","937","SP10485QUWC","강당","SP10485QUWC101","헬스","HE","3층","","","","","","","","","","","1층-쉼터","","","","",""
"잠실종합사회복지관","938","SP10486QUWC","대강당","SP10486QUWC101","체조","GN","지하1층","","","","","","","","","","","","","","","",""
"신월종합사회복지관 ","939","YC10487QUWC","강당","YC10487QUWC101","헬스","HE","3층","","","","","","","","","","","1층-주차장","","","","",""
"목동종합사회복지관","940","YC10488QUWC","강당","YC10488QUWC101","댄스","DA","5층","","","","","","","","","","","지하1층-주차장,5층-옥상정원","","","","",""
"신목종합사회복지관 ","941","YC10489QUWC","강당","YC10489QUWC101","헬스","HE","본관 1층","","","","","","","","","","","","","","","",""
"신정종합사회복지관","942","YC10490QUWC","어울림마당(강당)","YC10490QUWC101","헬스","HE","2층","","","","","","","","","","","","","","","",""
"신정종합사회복지관","943","YC10490QUWC","여가활용실(생활체육)","YC10490QUWC102","헬스","HE","지하1층","","","","","","","","","","","4층-물리치료실","","","","",""
"한빛종합사회복지관","944","YC10491QUWC","강당","YC10491QUWC101","헬스","HE","3층","","","","","","","","","","","3층-어르신 쉼터","","","","",""
"한빛종합사회복지관","945","YC10491QUWC","어린이체육실","YC10491QUWC102","유아체능단(분기별)","KS","지하1층","","","","","","","","","","","","","","","",""
"시립대학교종합사회복지관","946","YD10492QUWC","강당","YD10492QUWC101","헬스","HE","지하1층","","","","","","","","","","","올상-녹색정원,1층-건강지원실","","","","",""
"신길종합사회복지관","947","YD10493QUWC","강당","YD10493QUWC101","요가","YG","3층","","","","","","","","","","","","","","","",""
"신길종합사회복지관","948","YD10493QUWC","프로그램실","YD10493QUWC102","합기도","HK","지하2층 ","","","","","","","","","","","","","","","",""
"신길종합사회복지관","949","YD10493QUWC","수영장","YD10493QUWC103","수영","SW","","","","","","","","","","","","","","","","",""
"영등포종합사회복지관","950","YD10494QUWC","강당","YD10494QUWC101","헬스","HE","지하1층","","","","","","","","","","","2층-휴게실","","http://www.childfund-ydp.or.kr/com/pop/img/build_08pop.gif","","",""
"갈월종합사회복지관 ","951","YS10495QUWC","헬스장","YS10495QUWC101","헬스","HE","4층","","","","","","","","","","","6층-스카이라운지","","","","",""
"갈월종합사회복지관 ","952","YS10495QUWC","종합체육실","YS10495QUWC102","발레","BA","4층","","","","","","","","","","","지하1층-주차장","","","","",""
"갈월종합사회복지관 ","953","YS10495QUWC","단전호흡실","YS10495QUWC103","단전","DJ","3층","","","","","","","","","","","지하중층-휴게실","","","","",""
